sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history
27317,TN/COI/58B15/2017/56,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.384472,76.988072,Soil cum debris,Slide,NA
27318,TN/COI/58B15/2017/57,Tamil Nadu,Coimbatore,,Near Thalanar road junction,10.384506,76.994653,Soil,Slide,NA
27319,TN/COI/58B15/2017/54,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.384525,76.989269,Soil,Slide,NA
27320,TN/COI/58B15/2017/51,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.384944,76.991008,Soil,Slide,NA
27321,TN/COI/58B15/2017/52,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.385033,76.989908,Debris,Slide,NA
27322,TN/COI/58B15/2017/53,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.385083,76.989794,Soil,Slide,NA
27323,TN/COI/58B15/2017/58,Tamil Nadu,Coimbatore,,Near Thalanar road junction,10.385575,76.996517,Soil,Slide,NA
27324,TN/COI/58F03/2017/140,Tamil Nadu,Coimbatore,,Pannikuli village,10.386417,77.049417,Debris,Slide,NA
27325,TN/COI/58F03/2017/128,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.389861,77.005111,Debris,Slide,NA
27326,TN/COI/58B15/2017/50,Tamil Nadu,Coimbatore,,Upslope of SH78,10.391014,76.998797,Soil,Slide,NA
27327,TN/COI/58B15/2017/49,Tamil Nadu,Coimbatore,,Upslope of SH78,10.391533,76.999431,Soil,Slide,NA
27328,TN/COI/58F03/2017/129,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.391556,77.003278,Debris,Slide,NA
27329,TN/COI/58F03/2017/130,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.392083,77.001806,Debris,Slide,NA
27330,TN/COI/58F03/2017/127,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.393472,77.009667,Debris,Slide,NA
27331,TN/COI/58F03/2017/131,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.393528,77.000167,Debris,Slide,NA
27332,TN/COI/58F03/2017/133,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.393667,77.000556,Debris,Slide,NA
27333,TN/COI/58F03/2017/132,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.393944,77.000194,Debris,Slide,NA
27334,TN/COI/58B15/2017/87,Tamil Nadu,Coimbatore,,Thalnlar Tea Estate,10.394833,76.973944,Soil,Slide,NA
27335,TN/COI/58B15/2017/48,Tamil Nadu,Coimbatore,,Upslope of SH78,10.395039,76.991733,Soil,Slide,NA
27336,TN/COI/58F03/2017/126,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.395222,77.010111,Debris,Slide,NA
27337,TN/COI/58F03/2017/141,Tamil Nadu,Coimbatore,,Kadambarai,10.397167,77.045111,Debris,Slide,NA
27338,TN/COI/58F03/2017/142,Tamil Nadu,Coimbatore,,Kadambarai,10.398639,77.045222,Debris,Slide,NA
27339,TN/COI/58F03/2017/125,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.398778,77.012333,Debris,Slide,NA
27340,TN/COI/58F03/2017/124,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.398917,77.012583,Debris,Slide,NA
27341,TN/COI/58F03/2017/123,Tamil Nadu,Coimbatore,,Waterfalls Tea Estate,10.401694,77.010917,Debris,Slide,NA
27342,TN/COI/58F03/2017/143,Tamil Nadu,Coimbatore,,Kadambarai,10.404611,77.043083,Debris,Slide,NA
27343,TN/COI/58B15/2017/96,Tamil Nadu,Coimbatore,,Thalanar Coffee Estate,10.405183,76.957953,Debris,Slide,NA
27344,TN/COI/58B15/2017/95,Tamil Nadu,Coimbatore,,Thalanar Coffee Estate,10.405375,76.957264,Soil,Slide,NA
27345,TN/COI/58B15/2017/88,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.405542,76.957083,Debris,Slide,NA
27346,TN/COI/58B15/2017/89,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.405756,76.956897,Debris,Slide,NA
27347,TN/COI/58B15/2017/104,Tamil Nadu,Coimbatore,,Road from Thalanar to Shakthi Estate,10.405792,76.956944,Debris,Slide,NA
27348,TN/COI/58B15/2017/90,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.406667,76.955633,Debris,Slide,NA
27349,TN/COI/58B15/2017/105,Tamil Nadu,Coimbatore,,Road from Topslip to Perambikulam,10.407228,76.831808,Soil,Slide,NA
27350,TN/COI/58F03/2017/144,Tamil Nadu,Coimbatore,,Kadambarai,10.407583,77.046111,Debris,Slide,NA
27351,TN/COI/58F03/2017/146,Tamil Nadu,Coimbatore,,Kadambarai,10.408278,77.042833,Debris,Slide,NA
27352,TN/COI/58F03/2017/145,Tamil Nadu,Coimbatore,,Kadambarai,10.409028,77.044694,Debris,Slide,NA
27353,TN/COI/58B15/2017/91,Tamil Nadu,Coimbatore,,Road from Thalanar Tea Estate to Shakthi Estate,10.414558,76.950028,Debris,Slide,NA
27354,TN/COI/58B15/2017/47,Tamil Nadu,Coimbatore,,"SH78, Waterfalls Tea Estate",10.414911,76.995531,Debris,Slide,NA
27355,TN/COI/58B15/2017/92,Tamil Nadu,Coimbatore,,Road from Thalanar Tea Estate to Shakthi Estate,10.415111,76.949639,Soil,Slide,NA
27356,TN/COI/58F03/2017/118,Tamil Nadu,Coimbatore,,Kadambarai road,10.415278,77.043722,Debris,Slide,NA
27357,TN/COI/58B15/2017/93,Tamil Nadu,Coimbatore,,Road from Thalanar Tea Estate to Shakthi Estate,10.415981,76.948419,Soil,Slide,NA
27358,TN/COI/58B15/2017/94,Tamil Nadu,Coimbatore,,Shakthi Estate,10.416625,76.948019,Soil cum debris,Slide,NA
27359,TN/COI/58F03/2017/117,Tamil Nadu,Coimbatore,,Kadambarai road,10.418444,77.039194,Debris,Slide,NA
27360,TN/COI/58F03/2017/119,Tamil Nadu,Coimbatore,,Kadambarai road,10.418444,77.039194,Debris,Slide,NA
27361,TN/COI/58F03/2017/116,Tamil Nadu,Coimbatore,,Kadambarai road,10.418611,77.038944,Debris,Slide,NA
27362,TN/COI/58B15/2017/46,Tamil Nadu,Coimbatore,,"SH78, near HPB28/40",10.418997,76.992547,Soil,Slide,NA
27363,TN/COI/58F03/2017/115,Tamil Nadu,Coimbatore,,Kadambarai road,10.419278,77.037944,Debris,Slide,NA
27364,TN/COI/58F03/2017/97,Tamil Nadu,Coimbatore,,Torakadavu area,10.419972,77.036528,Debris,Topple,NA
27365,TN/COI/58F03/2017/96,Tamil Nadu,Coimbatore,,Torakadavu area,10.420694,77.035944,Debris,Topple,NA
27366,TN/COI/58F03/2017/95,Tamil Nadu,Coimbatore,,Torakadavu area,10.421417,77.035139,Debris,Topple,NA
27367,TN/COI/58F03/2017/93,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.422528,77.03175,Debris,Topple,NA
27368,TN/COI/58F03/2017/92,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.422583,77.031556,Debris,Topple,NA
27369,TN/COI/58F03/2017/94,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.422722,77.031806,Debris,Topple,NA
27370,TN/COI/58F03/2017/86,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.424639,77.020139,Debris,Fall,NA
27371,TN/COI/58F03/2017/87,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.425,77.02025,Debris,Fall,NA
27372,TN/COI/58F03/2017/85,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.427972,77.018278,Debris,Fall,NA
27373,TN/COI/58F03/2017/84,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.428,77.018083,Debris,Fall,NA
27374,TN/COI/58F03/2017/91,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.428306,77.022625,Debris,Topple,NA
27375,TN/COI/58F03/2017/88,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.428444,77.022111,Debris,Fall,NA
27376,TN/COI/58F03/2017/89,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.428694,77.022222,Debris,Fall,NA
27377,TN/COI/58F03/2017/90,Tamil Nadu,Coimbatore,,Uppar Aliyar to Kadambarai,10.429889,77.022889,Debris,Fall,NA
27378,TN/COI/58F03/2017/81,Tamil Nadu,Coimbatore,,Upper Nirar area,10.434222,77.003972,Debris,Slide,NA
27379,TN/COI/58F03/2017/82,Tamil Nadu,Coimbatore,,Upper Nirar area,10.436056,77.01075,Rock cum debris,Fall,NA
27380,TN/COI/58F03/2017/83,Tamil Nadu,Coimbatore,,Upper Nirar area,10.436056,77.011139,Rock cum debris,Fall,NA
27381,TN/COI/58F03/2017/136,Tamil Nadu,Coimbatore,,Upper Aliyar,10.437361,77.012444,Debris,Slide,NA
27382,TN/COI/58F03/2017/138,Tamil Nadu,Coimbatore,,Upper Nirar area,10.437972,77.011139,Rock cum debris,Slide,NA
27383,TN/COI/58F03/2017/137,Tamil Nadu,Coimbatore,,Upper Aliyar,10.438278,77.011806,Rock cum debris,Slide,NA
27384,TN/COI/58F03/2017/120,Tamil Nadu,Coimbatore,,Right bank of upper Aliyar dam,10.439167,77.013056,Rock,Slide,NA
27385,TN/COI/58F03/2017/122,Tamil Nadu,Coimbatore,,Mavadap,10.44625,77.028806,Debris,Slide,NA
27386,TN/COI/58F03/2017/121,Tamil Nadu,Coimbatore,,Upper Nirar area,10.447361,77.026222,Debris,Slide,NA
27387,TN/COI/58B15/2017/103,Tamil Nadu,Coimbatore,,Road from Pollachi to Valparai (SH78),10.449658,76.982583,Soil,Slide,NA
27388,TN/COI/58B15/2017/110,Tamil Nadu,Coimbatore,,Road from Topslip to Anaigundi,10.450786,76.838131,Soil,Slide,NA
27389,TN/COI/58B15/2017/106,Tamil Nadu,Coimbatore,,Road from Topslip to Perambikulam,10.452069,76.825522,Soil,Slide,NA
27390,TN/COI/58B15/2017/109,Tamil Nadu,Coimbatore,,Road from Topslip to Anaigundi,10.452206,76.832933,Soil,Slide,NA
27391,TN/COI/58B15/2017/108,Tamil Nadu,Coimbatore,,Road from Topslip to Anaigundi,10.452394,76.833617,Soil,Slide,NA
27392,TN/COI/58B15/2017/107,Tamil Nadu,Coimbatore,,Road from Topslip to Anaigundi,10.454117,76.834178,Soil,Slide,NA
27393,TN/COI/58F03/2017/49,Tamil Nadu,Coimbatore,,Nallar colony village,10.465139,77.061556,Rock cum debris,Fall,NA
27394,TN/ANN/58F11/2016/53,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.465636,77.739114,Debris,Slide,NA
27395,TN/ANN/58F11/2016/52,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.466567,77.740492,Earth,Slide,NA
27396,TN/COI/58F03/2017/50,Tamil Nadu,Coimbatore,,Nallar colony village,10.466972,77.059361,Rock cum debris,Fall,NA
27397,TN/COI/58F03/2017/51,Tamil Nadu,Coimbatore,,West of Nallar colony village,10.467083,77.059278,Rock cum debris,Fall,NA
27398,TN/COI/58F03/2017/52,Tamil Nadu,Coimbatore,,West of Nallar colony village,10.4695,77.059167,Rock cum debris,Fall,NA
27399,TN/ANN/58F11/2016/51,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.47005,77.745292,Debris,Slide,NA
27400,TN/COI/58F03/2017/55,Tamil Nadu,Coimbatore,,Nallar colony village,10.470528,77.057444,Rock cum debris,Slide,NA
27401,TN/COI/58F03/2017/53,Tamil Nadu,Coimbatore,,West of Nallar colony village,10.471278,77.059528,Rock cum debris,Slide,NA
27402,TN/ANN/58F11/2016/50,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.471642,77.746044,Debris,Slide,NA
27403,TN/COI/58F03/2017/54,Tamil Nadu,Coimbatore,,West of Nallar colony village,10.471917,77.059083,Rock cum debris,Slide,NA
27404,TN/ANN/58F11/2016/49,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.472278,77.741753,Debris,Slide,NA
27405,TN/ANN/58F15/2016/23,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.478986,77.754986,Debris,Slide,NA
27406,TN/ANN/58F15/2016/22,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.479383,77.755372,Earth,Slide,NA
27407,TN/COI/58F03/2017/48,Tamil Nadu,Coimbatore,,Nallar colony road,10.479972,77.092056,Rock cum debris,Fall,NA
27408,TN/ANN/58F15/2016/21,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.480044,77.756742,Debris,Slide,NA
27409,TN/ANN/58F15/2016/20,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.481158,77.758258,Earth,Slide,NA
27410,TN/COI/58F03/2017/47,Tamil Nadu,Coimbatore,,Nallar colony road,10.481861,77.093861,Rock cum debris,Fall,NA
27411,TN/COI/58F03/2017/46,Tamil Nadu,Coimbatore,,Nallar colony road,10.483917,77.096056,Rock cum debris,Fall,NA
27412,TN/ANN/58F15/2016/19,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.484014,77.761886,Earth,Slide,NA
27413,TN/COI/58F03/2017/41,Tamil Nadu,Coimbatore,,Amaravati to Nallar colony road,10.486194,77.120694,Rock cum debris,Slide,NA
27414,TN/COI/58F03/2017/42,Tamil Nadu,Coimbatore,,Kodimalaikaradu area,10.490861,77.120806,Rock cum debris,Slide,NA
27415,TN/COI/58F03/2017/45,Tamil Nadu,Coimbatore,,Kodimalaikaradu to Nallar colony road,10.492222,77.113056,Rock cum debris,Fall,NA
27416,TN/COI/58F03/2017/44,Tamil Nadu,Coimbatore,,Kodimalaikaradu to Nallar colony road,10.493417,77.116222,Rock cum debris,Fall,NA
27417,TN/COI/58F03/2017/43,Tamil Nadu,Coimbatore,,Kodimalaikaradu area,10.494222,77.118,Rock cum debris,Fall,NA
27418,TN/COI/58A16/2016/1,Tamil Nadu,Coimbatore,,Near Annur village,11.208333,76.785,Rock,Fall,NA
27419,TN/COI/58A16/2016/2,Tamil Nadu,Coimbatore,,Near Annur village,11.208889,76.786222,Debris,Slide,NA
27420,TN/COI/58A16/2016/4,Tamil Nadu,Coimbatore,,Near Annur village,11.209639,76.781,Debris,Fall,NA
27421,TN/NIL/58A12/2015-16/233,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.210556,76.644722,Earth,Slide,NA
27422,TN/NIL/58A12/2015-16/234,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.210556,76.645,Earth,Slide,NA
27423,TN/COI/58A16/2016/3,Tamil Nadu,Coimbatore,,Near Annur village,11.210639,76.785861,Debris,Fall,NA
27424,TN/NIL/58A12/2015-16/231,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.211111,76.629167,Debris,Slide,NA
27425,TN/NIL/58A12/2015-16/232,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.211389,76.643889,Debris,Slide,NA
27426,TN/NIL/58A12/2015-16/230,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.213333,76.626111,Debris,Slide,NA
27427,TN/NIL/58A12/2015-16/227,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.215833,76.606111,Debris,Slide,NA
27428,TN/NIL/58A12/2015-16/226,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.216111,76.606667,Debris,Slide,NA
27429,TN/NIL/58A12/2015-16/225,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.217222,76.608889,Debris,Subsidence,NA
27430,TN/NIL/58A12/2015-16/224,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.218889,76.610278,Earth,Slide,NA
27431,TN/NIL/58A12/2015-16/228,Tamil Nadu,Nilgiri,,"Todukkodal Malai, Korakundah",11.219444,76.596667,Debris,Slide,NA
27432,TN/NIL/58A12/2015-16/222,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.228333,76.615278,Earth,Slide,NA
27433,TN/NIL/58A15/2015-16/259,Tamil Nadu,Nilgiri,,Uliattu Coffee Estate,11.229167,76.635556,Debris,Slide,NA
27434,TN/NIL/58A12/2015-16/229,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.229444,76.619444,Debris,Slide,NA
27435,TN/NIL/58A15/2015-16/258,Tamil Nadu,Nilgiri,,Uliattu Coffee Estate,11.229722,76.634722,Debris,Slide,NA
27436,TN/NIL/58A12/2015-16/221,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.23,76.620278,Earth,Slide,NA
27437,TN/NIL/58A12/2015-16/223,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.232778,76.613889,Debris,Slide,NA
27438,TN/NIL/58A12/2015-16/220,Tamil Nadu,Nilgiri,,Melkunda to Kaishola Tea Estate,11.233611,76.625278,Earth,Slide,NA
27439,TN/NIL/58A15/2015-16/243,Tamil Nadu,Nilgiri,,Near Geddai village,11.248333,76.664167,Earth,Slide,NA
27440,TN/NIL/58A15/2015-16/242,Tamil Nadu,Nilgiri,,North of Geddai,11.249167,76.663889,Earth,Slide,NA
27441,TN/NIL/58A15/2015-16/241,Tamil Nadu,Nilgiri,,North of Geddai,11.25,76.665278,Debris,Slide,NA
27442,TN/NIL/58A11/2015-16/152,Tamil Nadu,Nilgiri,,Avalanche,11.251667,76.691111,Debris,Slide,NA
27443,TN/NIL/58A11/2015-16/145,Tamil Nadu,Nilgiri,,Cheranur village,11.251944,76.626944,Debris,Subsidence,NA
27444,TN/NIL/58A11/2015-16/144,Tamil Nadu,Nilgiri,,Cheranur village,11.253333,76.626111,Debris,Slide,NA
27445,TN/NIL/58A11/2015-16/146,Tamil Nadu,Nilgiri,,Doddakambo village,11.254444,76.626667,Earth,Slide,NA
27446,TN/NIL/58A11/2015-16/150,Tamil Nadu,Nilgiri,,"Nariadu Betta hill, Avalanche",11.254444,76.626667,Debris,Slide,NA
27447,TN/NIL/58A11/2015-16/147,Tamil Nadu,Nilgiri,,Cheranur village,11.254722,76.6275,Earth,Slide,NA
27448,TN/NIL/58A11/2015-16/143,Tamil Nadu,Nilgiri,,Devashola village,11.255278,76.628611,Earth,Slide,NA
27449,TN/NIL/58A11/2015-16/142,Tamil Nadu,Nilgiri,,Mullimalai village,11.256389,76.631389,Debris,Slide,NA
27450,TN/NIL/58A11/2015-16/148,Tamil Nadu,Nilgiri,,Doddakambo village,11.258333,76.619444,Debris,Slide,NA
27451,TN/NIL/58A11/2015-16/154,Tamil Nadu,Nilgiri,,"Avalanche, towards Devar Betta",11.258611,76.574444,Debris,Slide,NA
27452,TN/NIL/58A11/2015-16/92,Tamil Nadu,Nilgiri,,Mulligur village,11.276111,76.621111,Debris,Slide,NA
27453,TN/NIL/58A11/2015-16/105,Tamil Nadu,Nilgiri,,Kundapalem to Bengal Mattam,11.280556,76.651111,Debris,Slide,NA
27454,TN/NIL/58A11/2015-16/107,Tamil Nadu,Nilgiri,,Kundapalem to Bengal Mattam,11.280833,76.656667,Rock,Slide,NA
27455,TN/NIL/58A11/2015-16/108,Tamil Nadu,Nilgiri,,"Kundapalem to Bengal Mattam, HPB no. 6/9",11.281389,76.658611,Earth,Slide,NA
27456,TN/NIL/58A11/2015-16/106,Tamil Nadu,Nilgiri,,Kunda power house,11.283333,76.65,Debris,Slide,NA
27457,TN/NIL/58A11/2015-16/151,Tamil Nadu,Nilgiri,,"Nariadu Betta hill, Avalanche",11.284722,76.579167,Debris,Slide,NA
27458,TN/NIL/58A11/2015-16/153,Tamil Nadu,Nilgiri,,"Avalanche, towards Devar Betta",11.285,76.575556,Debris,Slide,NA
27459,TN/NIL/58A11/2015-16/124,Tamil Nadu,Nilgiri,,Manjakambe to Melur road,11.286111,76.690278,Debris,Slide,NA
27460,TN/NIL/58A11/2015-16/155,Tamil Nadu,Nilgiri,,"Nariadu Betta, Avalanche",11.288056,76.585278,Debris,Slide,NA
27461,TN/NIL/58A11/2015-16/109,Tamil Nadu,Nilgiri,,"Kundapalam to Bengal Mattam, HPB no. 4 25/4",11.288333,76.668333,Debris,Slide,NA
27462,TN/NIL/58A11/2015-16/156,Tamil Nadu,Nilgiri,,Avalanche,11.288889,76.578611,Earth,Slide,NA
27463,TN/NIL/58A11/2015-16/104,Tamil Nadu,Nilgiri,,"Yedakad to Bengal Mattam, HPB no:13/34",11.289722,76.646667,Debris,Slide,NA
27464,TN/NIL/58A11/2015-16/158,Tamil Nadu,Nilgiri,,"Kudiakadu Betta, Avalanche",11.291667,76.575,Debris,Slide,NA
27465,TN/NIL/58A11/2015-16/157,Tamil Nadu,Nilgiri,,Avalanche,11.292778,76.581667,Debris,Slide,NA
27466,TN/NIL/58A11/2015-16/110,Tamil Nadu,Nilgiri,,Kothi Ben village C.No: 24/2,11.293611,76.679722,Earth,Slide,NA
27467,TN/NIL/58A11/2015-16/115,Tamil Nadu,Nilgiri,,Near Katteri Dam,11.293611,76.679722,Earth,Slide,NA
27468,TN/NIL/58A11/2015-16/159,Tamil Nadu,Nilgiri,,Avalanche check post,11.295833,76.595833,Debris,Slide,NA
27469,TN/NIL/58A11/2015-16/111,Tamil Nadu,Nilgiri,,Kothi Ben C.No: 24/2 towards Devashola,11.296111,76.679444,Debris,Slide,NA
27470,TN/NIL/58A11/2015-16/112,Tamil Nadu,Nilgiri,,"Rock Land, PC.No:21/5",11.302222,76.688611,Debris,Slide,NA
27471,TN/NIL/58A11/2015-16/100,Tamil Nadu,Nilgiri,,Kanneri to Yedakad village,11.302222,76.647778,Debris,Slide,NA
27472,TN/NIL/58A11/2015-16/113,Tamil Nadu,Nilgiri,,Rock Land to Devashola,11.3025,76.69,Debris,Slide,NA
27473,TN/NIL/58A11/2015-16/122,Tamil Nadu,Nilgiri,,"MS.No:25/2, Kilinchada towards Kolakombai",11.302778,76.745833,Debris,Slide,NA
27474,TN/NIL/58A11/2015-16/133,Tamil Nadu,Nilgiri,,Alhada Valley Tea Estate,11.303611,76.731667,Debris,Slide,NA
27475,TN/NIL/58A11/2015-16/91,Tamil Nadu,Nilgiri,,"Gandhi Puthur to Kunda Kotagiri, PC.No: 22/4",11.303889,76.631944,Debris,Slide,NA
27476,TN/NIL/58A15/2015-16/312,Tamil Nadu,Nilgiri,,North of Thangadu,11.304167,76.681944,Debris,Slide,NA
27477,TN/NIL/58A11/2015-16/90,Tamil Nadu,Nilgiri,,Gandhi Puthur MS.No: 66/2,11.305278,76.626111,Debris,Subsidence,NA
27478,TN/NIL/58A11/2015-16/99,Tamil Nadu,Nilgiri,,Kanneri to Yedakad village,11.308333,76.653056,Debris,Slide,NA
27479,TN/NIL/58A11/2015-16/103,Tamil Nadu,Nilgiri,,"PC.No:19/2, Emarald towards Yedakad",11.308333,76.623611,Debris,Slide,NA
27480,TN/NIL/58A11/2015-16/123,Tamil Nadu,Nilgiri,,2 Km SE of Hulikal village,11.309722,76.748611,Earth,Slide,NA
27481,TN/NIL/58A11/2015-16/98,Tamil Nadu,Nilgiri,,Kanneri to Yedakad village,11.309722,76.6575,Earth,Slide,NA
27482,TN/NIL/58A11/2015-16/102,Tamil Nadu,Nilgiri,,Tangadu village,11.310278,76.642778,Debris,Slide,NA
27483,TN/NIL/58A11/2015-16/97,Tamil Nadu,Nilgiri,,Mandanai village,11.310556,76.661944,Debris,Slide,NA
27484,TN/NIL/58A11/2015-16/135,Tamil Nadu,Nilgiri,,Kaichola to Devashola village,11.311667,76.691111,Debris,Slide,NA
27485,TN/NIL/58A11/2015-16/96,Tamil Nadu,Nilgiri,,"T.Oranali,HPB.No: 2/9",11.311667,76.661944,Debris,Slide,NA
27486,TN/NIL/58A11/2015-16/78,Tamil Nadu,Nilgiri,,Emarald village,11.311944,76.625556,Earth,Slide,NA
27487,TN/NIL/58A11/2015-16/134,Tamil Nadu,Nilgiri,,Kaichola village,11.311944,76.698056,Debris,Slide,NA
27488,TN/NIL/58A11/2015-16/132,Tamil Nadu,Nilgiri,,Kunnakambe Village,11.312778,76.712222,Debris,Slide,NA
27489,TN/NIL/58A11/2015-16/340,Tamil Nadu,Nilgiri,,Sillahalla,11.313611,76.648333,Debris,Slide,NA
27490,TN/NIL/58A11/2015-16/339,Tamil Nadu,Nilgiri,,Sillahalla,11.313889,76.650278,Debris,Slide,NA
27491,TN/NIL/58A11/2015-16/341,Tamil Nadu,Nilgiri,,Sillahalla,11.313889,76.648611,Debris,Slide,NA
27492,TN/NIL/58A11/2015-16/342,Tamil Nadu,Nilgiri,,Sillahalla,11.314444,76.648333,Debris,Slide,NA
27493,TN/NIL/58A15/2015-16/287,Tamil Nadu,Nilgiri,,Sillahalla,11.31472,76.64861,Debris,Slide,NA
27494,TN/NIL/58A11/2015-16/138,Tamil Nadu,Nilgiri,,Devashola village,11.314722,76.686944,Debris,Subsidence,NA
27495,TN/NIL/58A11/2015-16/338,Tamil Nadu,Nilgiri,,Sillahalla,11.315556,76.65,Debris,Slide,NA
27496,TN/NIL/58A11/2015-16/160,Tamil Nadu,Nilgiri,,Emarald village,11.315833,76.622222,Debris,Slide,NA
27497,TN/NIL/58A11/2015-16/136,Tamil Nadu,Nilgiri,,Kaichola to Devashola village,11.316389,76.688333,Debris,Slide,NA
27498,TN/NIL/58A11/2015-16/137,Tamil Nadu,Nilgiri,,Devashola village,11.316389,76.688333,Debris,Slide,NA
27499,TN/NIL/58A11/2015-16/139,Tamil Nadu,Nilgiri,,Devashola village,11.3175,76.69,Debris,Slide,NA
27500,TN/NIL/58A11/2015-16/141,Tamil Nadu,Nilgiri,,Devashola village,11.3175,76.690833,Debris,Slide,NA
27501,TN/NIL/58A11/2015-16/75,Tamil Nadu,Nilgiri,,"Emarald to Avalanche, MS.No:17/4",11.318333,76.624444,Debris,Slide,NA
27502,TN/NIL/58A11/2015-16/149,Tamil Nadu,Nilgiri,,Devashola village,11.318333,76.691111,Debris,Subsidence,NA
27503,TN/NIL/58A15/2015-16/313,Tamil Nadu,Nilgiri,,"HPB.No: 1/8, Thangadu to Kathadimattam",11.318333,76.678611,Debris,Slide,NA
27504,TN/NIL/58A11/2015-16/95,Tamil Nadu,Nilgiri,,Tangadu village,11.318611,76.663889,Debris,Slide,NA
27505,TN/NIL/58A11/2015-16/94,Tamil Nadu,Nilgiri,,Tangadu village,11.318889,76.666389,Earth,Slide,NA
27506,TN/NIL/58A11/2015-16/77,Tamil Nadu,Nilgiri,,Emarald village,11.319444,76.622222,Debris,Slide,NA
27507,TN/NIL/58A15/2015-16/314,Tamil Nadu,Nilgiri,,Thangadu to Kathadimattam,11.319722,76.680278,Debris,Slide,NA
27508,TN/NIL/58A11/2015-16/131,Tamil Nadu,Nilgiri,,Sunny Dale Tea Estate,11.320833,76.726389,Debris,Slide,NA
27509,TN/NIL/58A11/2015-16/128,Tamil Nadu,Nilgiri,,2.5 km ESE of Koderi village,11.320833,76.726389,Debris,Slide,NA
27510,TN/NIL/58A11/2015-16/118,Tamil Nadu,Nilgiri,,Selas village,11.321111,76.75,Debris,Slide,NA
27511,TN/NIL/58A11/2015-16/129,Tamil Nadu,Nilgiri,,Kanthala towards Kundha,11.321667,76.726389,Debris,Slide,NA
27512,TN/NIL/58A11/2015-16/120,Tamil Nadu,Nilgiri,,Kakkachi village,11.321944,76.741389,Earth,Slide,NA
27513,TN/NIL/58A11/2015-16/117,Tamil Nadu,Nilgiri,,Selas village,11.322778,76.747222,Debris,Slide,NA
27514,TN/NIL/58A11/2015-16/76,Tamil Nadu,Nilgiri,,Tea garden in Emerald village,11.323611,76.629167,Earth,Slide,NA
